"RecordID","RaceID","CO","JUR","CNTYNAME","YEAR","DATE","CSD","PLACE","OFFICE","RECODE_OFFICE","RECODE_OFFNAME","AREA","TERM","VOTE.","LAST","FIRST","BALDESIG","INCUMB","Num_Inc","CAND.","VOTES","WRITEIN","SUMVOTES","TOTVOTES","PERCENT","RVOTES","ELECTED","RUNOFF","CHECKRUNOFF","Multi_RaceID","Multi_CandID","Multi_CO","indivtotal_votes","total_writein","multitotal_votes","newtotvotes","Rindivto","newelected","year"
199500021,199500007,1,2,"ALAMEDA",1995,1995-11-07,0,"UNION CITY","CITY MAYOR",6,"OTHER CITY OFFICE",NA,"Full",1,"Green","Mark","Mayor/Business owner","Y",1,2,3616,0,5823,5823,0.620985746178946,1,1,NA,0,199500007,199500021,0,3616,0,5823,5823,1,1,1995
199500022,199500008,7,2,"CONTRA COSTA",1995,1995-06-06,0,"BRENTWOOD","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",1,"Morrill","John","No ballot designation","N",2,2,485,0,754,754,0.643236074270557,1,1,NA,0,199500008,199500022,0,485,0,754,754,1,1,1995
199500023,199500008,7,2,"CONTRA COSTA",1995,1995-06-06,0,"BRENTWOOD","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",1,"Tennies","Glenn C.","No ballot designation","N",2,2,269,0,754,754,0.356763925729443,2,2,NA,0,199500008,199500023,0,269,0,754,754,2,2,1995
199500024,199500009,7,2,"CONTRA COSTA",1995,1995-11-07,0,"CONCORD","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",2,"Bjerke","Guy Steven","Non-Profit Association Executive","N",2,5,5491,0,27992,27992,0.196163189482709,3,2,NA,0,199500009,199500024,0,5491,0,27992,27992,3,2,1995
199500025,199500009,7,2,"CONTRA COSTA",1995,1995-11-07,0,"CONCORD","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",2,"Gebhart","Daniel R.","Computer Consultant","N",2,5,1731,0,27992,27992,0.0618390968848242,5,2,NA,0,199500009,199500025,0,1731,0,27992,27992,5,2,1995
199500026,199500009,7,2,"CONTRA COSTA",1995,1995-11-07,0,"CONCORD","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",2,"Killoran","James Scott","Financial Analyst","N",2,5,4400,0,27992,27992,0.157187767933695,4,2,NA,0,199500009,199500026,0,4400,0,27992,27992,4,2,1995
199500027,199500009,7,2,"CONTRA COSTA",1995,1995-11-07,0,"CONCORD","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",2,"McManigal","William L.","Incumbent/Financial Consultant","Y",1,5,7466,0,27992,27992,0.266719062589311,2,1,NA,0,199500009,199500027,0,7466,0,27992,27992,2,1,1995
199500028,199500009,7,2,"CONTRA COSTA",1995,1995-11-07,0,"CONCORD","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",2,"Peterson","Mark Allen","Deputy District Attorney","N",2,5,8904,0,27992,27992,0.31809088310946,1,1,NA,0,199500009,199500028,0,8904,0,27992,27992,1,1,1995
199500029,199500010,7,2,"CONTRA COSTA",1995,1995-11-07,0,"DANVILLE","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",3,"Arnerich","Newell Kenneth","Architect/Planning Commissioner","N",2,6,6618,0,30019,30019,0.220460375095773,2,1,NA,0,199500010,199500029,0,6618,0,30019,30019,2,1,1995
199500030,199500010,7,2,"CONTRA COSTA",1995,1995-11-07,0,"DANVILLE","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",3,"De Atley","Gary Gray","Businessman/Museum Trustee","N",2,6,4822,0,30019,30019,0.160631599986675,4,2,NA,0,199500010,199500030,0,4822,0,30019,30019,4,2,1995
199500031,199500010,7,2,"CONTRA COSTA",1995,1995-11-07,0,"DANVILLE","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",3,"Doyle","Michael J.","Incumbent","Y",1,6,4963,0,30019,30019,0.165328625204037,3,1,NA,0,199500010,199500031,0,4963,0,30019,30019,3,1,1995
199500032,199500010,7,2,"CONTRA COSTA",1995,1995-11-07,0,"DANVILLE","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",3,"Greenberg","Mildred S.","Danville Councilmember/Incumbent","Y",1,6,7915,0,30019,30019,0.263666344648389,1,1,NA,0,199500010,199500032,0,7915,0,30019,30019,1,1,1995
199500033,199500010,7,2,"CONTRA COSTA",1995,1995-11-07,0,"DANVILLE","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",3,"Groman","Regina F.","Business Administrator","N",2,6,2888,0,30019,30019,0.0962057363669676,5,2,NA,0,199500010,199500033,0,2888,0,30019,30019,5,2,1995
199500034,199500010,7,2,"CONTRA COSTA",1995,1995-11-07,0,"DANVILLE","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",3,"Yanker-Hansen","Kristin","Businesswoman/Garden Consultant","N",2,6,2813,0,30019,30019,0.0937073186981578,6,2,NA,0,199500010,199500034,0,2813,0,30019,30019,6,2,1995
199500035,199500011,7,2,"CONTRA COSTA",1995,1995-11-07,0,"EL CERRITO","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",2,"Bartke","Jane A.","Incumbent","Y",1,3,3307,0,9319,9319,0.354866401974461,2,1,NA,0,199500011,199500035,0,3307,0,9319,9319,2,1,1995
199500036,199500011,7,2,"CONTRA COSTA",1995,1995-11-07,0,"EL CERRITO","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",2,"La Force","Norman Charles","Incumbent","Y",1,3,3369,0,9319,9319,0.361519476338663,1,1,NA,0,199500011,199500036,0,3369,0,9319,9319,1,1,1995
199500037,199500011,7,2,"CONTRA COSTA",1995,1995-11-07,0,"EL CERRITO","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",2,"Stark","Thomas E.","Computer Consultant/Journalist","N",2,3,2643,0,9319,9319,0.283614121686876,3,2,NA,0,199500011,199500037,0,2643,0,9319,9319,3,2,1995
199500038,199500012,7,2,"CONTRA COSTA",1995,1995-11-07,0,"LAFAYETTE","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",3,"Grodin","Anne F.","Incumbent","Y",1,4,5168,0,16566,16566,0.311964264155499,1,1,NA,0,199500012,199500038,0,5168,0,16566,16566,1,1,1995
199500039,199500012,7,2,"CONTRA COSTA",1995,1995-11-07,0,"LAFAYETTE","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",3,"Horn","Erling L.","Planning Commissioner/Businessman","N",2,4,4652,0,16566,16566,0.280816129421707,3,1,NA,0,199500012,199500039,0,4652,0,16566,16566,3,1,1995
199500040,199500012,7,2,"CONTRA COSTA",1995,1995-11-07,0,"LAFAYETTE","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",3,"Polse","Maury Alvin","Businessman","N",2,4,1839,0,16566,16566,0.111010503440782,4,2,NA,0,199500012,199500040,0,1839,0,16566,16566,4,2,1995
199500041,199500012,7,2,"CONTRA COSTA",1995,1995-11-07,0,"LAFAYETTE","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",3,"Uilkema","Gayle B.","Incumbent","Y",1,4,4907,0,16566,16566,0.296209102982011,2,1,NA,0,199500012,199500041,0,4907,0,16566,16566,2,1,1995
199500042,199500013,7,2,"CONTRA COSTA",1995,1995-11-07,0,"PITTSBURG","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",2,"Aiello, Jr.","Frank R.","Grocery Clerk/Consultant","N",2,6,1434,0,10285,10285,0.139426349052018,4,2,NA,0,199500013,199500042,0,1434,0,10285,10285,4,2,1995
199500043,199500013,7,2,"CONTRA COSTA",1995,1995-11-07,0,"PITTSBURG","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",2,"Anzini","Lori G.","School Board Trustee","N",2,6,2056,0,10285,10285,0.199902771025766,2,1,NA,0,199500013,199500043,0,2056,0,10285,10285,2,1,1995
199500044,199500013,7,2,"CONTRA COSTA",1995,1995-11-07,0,"PITTSBURG","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",2,"Glover","Federal D.","Supervisor Chemical Plant","N",2,6,2921,0,10285,10285,0.284005833738454,1,1,NA,0,199500013,199500044,0,2921,0,10285,10285,1,1,1995
199500045,199500013,7,2,"CONTRA COSTA",1995,1995-11-07,0,"PITTSBURG","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",2,"Gordon","Frank Dale","Planning Commissioner","N",2,6,1396,0,10285,10285,0.135731648031113,5,2,NA,0,199500013,199500045,0,1396,0,10285,10285,5,2,1995
199500046,199500013,7,2,"CONTRA COSTA",1995,1995-11-07,0,"PITTSBURG","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",2,"Johnson","Ben R.","Regional Sales Manager","N",2,6,1552,0,10285,10285,0.150899368011667,3,2,NA,0,199500013,199500046,0,1552,0,10285,10285,3,2,1995
199500047,199500013,7,2,"CONTRA COSTA",1995,1995-11-07,0,"PITTSBURG","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",2,"Turner","Darnell","Program Manager","N",2,6,926,0,10285,10285,0.090034030140982,6,2,NA,0,199500013,199500047,0,926,0,10285,10285,6,2,1995
199500048,199500014,7,2,"CONTRA COSTA",1995,1995-11-07,0,"PLEASANT HILL","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",3,"Cooper","Paul L.","Incumbent","Y",1,8,2617,0,14265,14265,0.183456011216264,3,1,NA,0,199500014,199500048,0,2617,0,14265,14265,3,1,1995
199500049,199500014,7,2,"CONTRA COSTA",1995,1995-11-07,0,"PLEASANT HILL","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",3,"Escover","Charles Clifford","Deputy Sheriff","N",2,8,3147,0,14265,14265,0.220609884332282,1,1,NA,0,199500014,199500049,0,3147,0,14265,14265,1,1,1995
199500050,199500014,7,2,"CONTRA COSTA",1995,1995-11-07,0,"PLEASANT HILL","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",3,"Fishman","Sherman","Technology Products Representative","N",2,8,581,0,14265,14265,0.0407290571328426,6,2,NA,0,199500014,199500050,0,581,0,14265,14265,6,2,1995
199500051,199500014,7,2,"CONTRA COSTA",1995,1995-11-07,0,"PLEASANT HILL","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",3,"Landis","William Dale","Incumbent/City Councilmember","Y",1,8,1833,0,14265,14265,0.128496319663512,5,2,NA,0,199500014,199500051,0,1833,0,14265,14265,5,2,1995
199500052,199500014,7,2,"CONTRA COSTA",1995,1995-11-07,0,"PLEASANT HILL","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",3,"Mace","Delos McKenney","Planning Commissioner","N",2,8,2766,0,14265,14265,0.193901156677182,2,1,NA,0,199500014,199500052,0,2766,0,14265,14265,2,1,1995
199500053,199500014,7,2,"CONTRA COSTA",1995,1995-11-07,0,"PLEASANT HILL","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",3,"Schwarzenberger","Helene","Writer/Speaker/Student","N",2,8,526,0,14265,14265,0.0368734665264634,7,2,NA,0,199500014,199500053,0,526,0,14265,14265,7,2,1995
199500054,199500014,7,2,"CONTRA COSTA",1995,1995-11-07,0,"PLEASANT HILL","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",3,"Selvan","G. Troy","Business Student","N",2,8,371,0,14265,14265,0.0260077111812128,8,2,NA,0,199500014,199500054,0,371,0,14265,14265,8,2,1995
199500055,199500014,7,2,"CONTRA COSTA",1995,1995-11-07,0,"PLEASANT HILL","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",3,"Sterrett","Sherry M.","City Councilmember/Incumbent","Y",1,8,2424,0,14265,14265,0.169926393270242,4,2,NA,0,199500014,199500055,0,2424,0,14265,14265,4,2,1995
199500056,199500015,7,2,"CONTRA COSTA",1995,1995-11-07,0,"RICHMOND","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",5,"Allen","Lucille S.","Retired School Teacher","N",2,16,2254,0,58093,58093,0.0387998554042656,11,2,NA,0,199500015,199500056,0,2254,0,58093,58093,11,2,1995
199500057,199500015,7,2,"CONTRA COSTA",1995,1995-11-07,0,"RICHMOND","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",5,"Bates","Nathaniel","Retired Probation Officer","N",2,16,4550,0,58093,58093,0.0783226894806603,5,1,NA,0,199500015,199500057,0,4550,0,58093,58093,5,1,1995
199500058,199500015,7,2,"CONTRA COSTA",1995,1995-11-07,0,"RICHMOND","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",5,"Bernard-Shaw","Cheryle T.","Manager/Attorney","N",2,16,1509,0,58093,58093,0.0259755908629267,16,2,NA,0,199500015,199500058,0,1509,0,58093,58093,16,2,1995
199500059,199500015,7,2,"CONTRA COSTA",1995,1995-11-07,0,"RICHMOND","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",5,"Booze","Courtland","Businessman","N",2,16,2379,0,58093,58093,0.0409515776427453,10,2,NA,0,199500015,199500059,0,2379,0,58093,58093,10,2,1995
199500060,199500015,7,2,"CONTRA COSTA",1995,1995-11-07,0,"RICHMOND","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",5,"Brown","Joseph G.","Bank Analyst","N",2,16,1880,0,58093,58093,0.0323619024667344,13,2,NA,0,199500015,199500060,0,1880,0,58093,58093,13,2,1995
199500061,199500015,7,2,"CONTRA COSTA",1995,1995-11-07,0,"RICHMOND","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",5,"Butt","Thomas K.","Architect","N",2,16,5360,0,58093,58093,0.0922658495860086,4,1,NA,0,199500015,199500061,0,5360,0,58093,58093,4,1,1995
199500062,199500015,7,2,"CONTRA COSTA",1995,1995-11-07,0,"RICHMOND","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",5,"Evans, Jr.","Alexander Peter","City Councilmember","Y",1,16,5679,0,58093,58093,0.0977570447386088,3,1,NA,0,199500015,199500062,0,5679,0,58093,58093,3,1,1995
199500063,199500015,7,2,"CONTRA COSTA",1995,1995-11-07,0,"RICHMOND","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",5,"Jensen","Allan L.","University Administrator","N",2,16,1665,0,58093,58093,0.0286609402165493,14,2,NA,0,199500015,199500063,0,1665,0,58093,58093,14,2,1995
199500064,199500015,7,2,"CONTRA COSTA",1995,1995-11-07,0,"RICHMOND","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",5,"Livingston","George L.","Retired","N",2,16,4525,0,58093,58093,0.0778923450329644,6,2,NA,0,199500015,199500064,0,4525,0,58093,58093,6,2,1995
199500065,199500015,7,2,"CONTRA COSTA",1995,1995-11-07,0,"RICHMOND","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",5,"Martin","Bret A.","Chemical Engineer","N",2,16,2167,0,58093,58093,0.0373022567262837,12,2,NA,0,199500015,199500065,0,2167,0,58093,58093,12,2,1995
199500066,199500015,7,2,"CONTRA COSTA",1995,1995-11-07,0,"RICHMOND","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",5,"Mc Intosh","Lesa R.","Attorney/Police Commissioner","N",2,16,7163,0,58093,58093,0.12330229115384,1,1,NA,0,199500015,199500066,0,7163,0,58093,58093,1,1,1995
199500067,199500015,7,2,"CONTRA COSTA",1995,1995-11-07,0,"RICHMOND","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",5,"Paulson","Dale H.","Pharmacist","N",2,16,3687,0,58093,58093,0.0634671991461966,9,2,NA,0,199500015,199500067,0,3687,0,58093,58093,9,2,1995
199500068,199500015,7,2,"CONTRA COSTA",1995,1995-11-07,0,"RICHMOND","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",5,"Powers","Donna Rae","City Councilmember","Y",1,16,5705,0,58093,58093,0.0982046029642126,2,1,NA,0,199500015,199500068,0,5705,0,58093,58093,2,1,1995
199500069,199500015,7,2,"CONTRA COSTA",1995,1995-11-07,0,"RICHMOND","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",5,"Ramsey","Evelyn Y.","Employment Program Representative","N",2,16,4156,0,58093,58093,0.0715404609849724,7,2,NA,0,199500015,199500069,0,4156,0,58093,58093,7,2,1995
199500070,199500015,7,2,"CONTRA COSTA",1995,1995-11-07,0,"RICHMOND","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",5,"Sutcliffe","Bob C.","Businessman/Police Commissioner","N",2,16,3877,0,58093,58093,0.0667378169486857,8,2,NA,0,199500015,199500070,0,3877,0,58093,58093,8,2,1995
199500071,199500015,7,2,"CONTRA COSTA",1995,1995-11-07,0,"RICHMOND","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",5,"White","Ionia M.","Homemaker","N",2,16,1537,0,58093,58093,0.0264575766443461,15,2,NA,0,199500015,199500071,0,1537,0,58093,58093,15,2,1995
199500072,199500016,7,2,"CONTRA COSTA",1995,1995-11-07,0,"SAN RAMON","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",3,"Athan","Byron D.","Attorney at Law","N",2,5,4619,0,20794,20794,0.222131384053092,2,1,NA,0,199500016,199500072,0,4619,0,20794,20794,2,1,1995
199500073,199500016,7,2,"CONTRA COSTA",1995,1995-11-07,0,"SAN RAMON","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",3,"Meine","William K.","Retired","N",2,5,2658,0,20794,20794,0.127825334231028,5,2,NA,0,199500016,199500073,0,2658,0,20794,20794,5,2,1995
199500074,199500016,7,2,"CONTRA COSTA",1995,1995-11-07,0,"SAN RAMON","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",3,"Raab","Ronald William","Molecular Biologist/Instructor","N",2,5,4150,0,20794,20794,0.199576801000289,3,1,NA,0,199500016,199500074,0,4150,0,20794,20794,3,1,1995
199500075,199500016,7,2,"CONTRA COSTA",1995,1995-11-07,0,"SAN RAMON","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",3,"Tuohy","Patrick Joseph","Insurance Broker","N",2,5,3910,0,20794,20794,0.188035010099067,4,2,NA,0,199500016,199500075,0,3910,0,20794,20794,4,2,1995
199500076,199500016,7,2,"CONTRA COSTA",1995,1995-11-07,0,"SAN RAMON","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",3,"Welm","Hermann E.","Incumbent","Y",1,5,5457,0,20794,20794,0.262431470616524,1,1,NA,0,199500016,199500076,0,5457,0,20794,20794,1,1,1995
199500077,199500017,10,2,"FRESNO",1995,1995-11-07,0,"MENDOTA","CITY COUNCIL",2,"CITY COUNCIL",NA,"Short",1,"Amador","Joseph","No ballot designation","N",2,5,289,0,732,732,0.394808743169399,1,1,1,0,199500017,199500077,0,289,0,732,732,1,1,1995
199500078,199500017,10,2,"FRESNO",1995,1995-11-07,0,"MENDOTA","CITY COUNCIL",2,"CITY COUNCIL",NA,"Short",1,"Capuchino","Severo Leo","No ballot designation","N",2,5,90,0,732,732,0.122950819672131,3,2,NA,0,199500017,199500078,0,90,0,732,732,3,2,1995
199500079,199500017,10,2,"FRESNO",1995,1995-11-07,0,"MENDOTA","CITY COUNCIL",2,"CITY COUNCIL",NA,"Short",1,"Lozano","Ben","No ballot designation","N",2,5,240,0,732,732,0.327868852459016,2,2,NA,0,199500017,199500079,0,240,0,732,732,2,2,1995
199500080,199500017,10,2,"FRESNO",1995,1995-11-07,0,"MENDOTA","CITY COUNCIL",2,"CITY COUNCIL",NA,"Short",1,"Martinez","Michael A.","No ballot designation","N",2,5,65,0,732,732,0.0887978142076503,4,2,NA,0,199500017,199500080,0,65,0,732,732,4,2,1995
199500081,199500017,10,2,"FRESNO",1995,1995-11-07,0,"MENDOTA","CITY COUNCIL",2,"CITY COUNCIL",NA,"Short",1,"Pritchett","Erwin E.","No ballot designation","N",2,5,48,0,732,732,0.0655737704918033,5,2,NA,0,199500017,199500081,0,48,0,732,732,5,2,1995
199500082,199500018,11,2,"GLENN",1995,1995-03-21,0,"ORLAND","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",2,"Coshow","Patricia","Homemaker","N",2,4,339,0,982,982,0.345213849287169,1,1,NA,0,199500018,199500082,0,339,0,982,982,1,1,1995
199500083,199500018,11,2,"GLENN",1995,1995-03-21,0,"ORLAND","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",2,"McGowan","Tom","Farmer/Businessman","N",2,4,274,0,982,982,0.279022403258656,2,1,NA,0,199500018,199500083,0,274,0,982,982,2,1,1995
199500084,199500018,11,2,"GLENN",1995,1995-03-21,0,"ORLAND","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",2,"Paschall","Jim","Equipment Supervisor","N",2,4,244,0,982,982,0.24847250509165,3,2,NA,0,199500018,199500084,0,244,0,982,982,3,2,1995
199500085,199500018,11,2,"GLENN",1995,1995-03-21,0,"ORLAND","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",2,"Stalnaker","Lacy","Retired Navy/Administration","N",2,4,125,0,982,982,0.127291242362525,4,2,NA,0,199500018,199500085,0,125,0,982,982,4,2,1995
199500086,199500019,13,2,"IMPERIAL",1995,1995-03-07,0,"CALEXICO","CITY COUNCIL",2,"CITY COUNCIL",NA,"Full",1,"Alatorre","Javier","No ballot designation","N",2,4,307,0,1529,1529,0.200784826684107,3,2,NA,0,199500019,199500086,0,307,0,1529,1529,3,2,1995
